t,cum_loss_algo,cum_loss_bfph,cum_regret,sqrt_t_bound_c1
405,-4.070301292527509,-0.008445161274087627,-4.061856131253421,20.12461179749811
406,-4.075334375329053,-0.00496657001624772,-4.070367805312805,20.149441679609886
407,-4.09415089182307,-0.007153746654779471,-4.08699714516829,20.174241001832016
408,-4.101725532858587,-0.006585080402211277,-4.095140452456375,20.199009876724155
409,-4.108198303140029,-0.004120535610846657,-4.104077767529183,20.223748416156685
410,-4.116216089825512,-0.002627406494646832,-4.113588683330865,20.248456731316587
411,-4.12600339151452,-0.0030446520366674114,-4.122958739477853,20.273134932713294
412,-4.142219119508292,-0.006933018160142612,-4.135286101348149,20.29778313018444
413,-4.148611313689568,-0.007919925298294554,-4.140691388391274,20.322401432901575
414,-4.154473380818175,-0.004264360314895205,-4.150209020503279,20.346989949375804
415,-4.168849882539984,-0.00606050899715832,-4.162789373542826,20.37154878746336
416,-4.175122014433703,-0.0032812810943048643,-4.1718407333393985,20.396078054371138
417,-4.183285953713985,-0.003528234063745406,-4.179757719650239,20.42057785666214
418,-4.196058606274186,-0.0016565807261081263,-4.1944020255480785,20.445048300260872
419,-4.1986572330734,0.0,-4.1986572330734,20.46948949045872
420,-4.20352617139052,0.0,-4.20352617139052,20.493901531919196
421,-4.205709819456579,0.0,-4.205709819456579,20.518284528683193
422,-4.212206886254808,0.0,-4.212206886254808,20.54263858417414
423,-4.218590905661152,0.0,-4.218590905661152,20.566963801203133
424,-4.227202552819592,0.0,-4.227202552819592,20.591260281974
425,-4.234755012229527,0.0,-4.234755012229527,20.615528128088304
426,-4.244137624237428,0.0,-4.244137624237428,20.639767440550294
427,-4.252338298773586,0.0,-4.252338298773586,20.663978319771825
428,-4.262317274711285,0.0,-4.262317274711285,20.688160865577203
429,-4.267405842427938,0.0,-4.267405842427938,20.71231517720798
430,-4.278809816272744,0.0,-4.278809816272744,20.73644135332772
431,-4.289802033171933,0.0,-4.289802033171933,20.760539492026695
432,-4.2968996606984575,0.0,-4.2968996606984575,20.784609690826528
433,-4.302729529147605,0.0,-4.302729529147605,20.808652046684813
434,-4.30683454213883,0.0,-4.30683454213883,20.83266665599966
435,-4.315703791104671,0.0,-4.315703791104671,20.85665361461421
436,-4.349280803486539,0.0,-4.349280803486539,20.8806130178211
437,-4.359163051711463,0.0,-4.359163051711463,20.904544960366874
438,-4.368000443571109,0.0,-4.368000443571109,20.92844953645635
439,-4.38241791595658,0.0,-4.38241791595658,20.952326839756964
440,-4.390864527980807,0.0,-4.390864527980807,20.97617696340303
441,-4.397964090741711,0.0,-4.397964090741711,21.0
442,-4.407944053316445,0.0,-4.407944053316445,21.02379604162864
443,-4.410867344709759,0.0,-4.410867344709759,21.047565179849187
444,-4.425697538172136,0.0,-4.425697538172136,21.071307505705477
445,-4.432267690692106,0.0,-4.432267690692106,21.095023109728988
446,-4.447554799459628,0.0,-4.447554799459628,21.118712081942874
447,-4.468486586299266,0.0,-4.468486586299266,21.142374511865974
448,-4.4754670088203,0.0,-4.4754670088203,21.166010488516726
449,-4.480814335765818,0.0,-4.480814335765818,21.18962010041709
450,-4.482595321105077,0.0,-4.482595321105077,21.213203435596427
451,-4.4895509798970314,0.0,-4.4895509798970314,21.236760581595302
452,-4.499054872891641,0.0,-4.499054872891641,21.2602916254693
453,-4.5083562463858495,0.0,-4.5083562463858495,21.283796653792763
454,-4.5229643553807595,0.0,-4.5229643553807595,21.307275752662516
455,-4.541425874728889,0.0,-4.541425874728889,21.330729007701542
456,-4.579440573026572,0.0,-4.579440573026572,21.354156504062622
457,-4.584146310292942,0.0,-4.584146310292942,21.37755832643195
458,-4.5962577785910925,0.0,-4.5962577785910925,21.400934559032695
459,-4.603446956027045,0.0,-4.603446956027045,21.42428528562855
460,-4.614645143751378,0.0,-4.614645143751378,21.447610589527216
461,-4.622247606118849,0.0,-4.622247606118849,21.470910553583888
462,-4.62938500522697,0.0,-4.62938500522697,21.494185260204677
463,-4.6340786584900995,0.0,-4.6340786584900995,21.517434791350013
464,-4.644891549907547,0.0,-4.644891549907547,21.540659228538015
465,-4.6540299880915885,0.0,-4.6540299880915885,21.563858652847824
466,-4.656939973827804,0.0,-4.656939973827804,21.587033144922902
467,-4.661548389736868,0.0,-4.661548389736868,21.61018278497431
468,-4.6704688713675235,0.0,-4.6704688713675235,21.633307652783937
469,-4.68263872184222,0.0,-4.68263872184222,21.656407827707714
470,-4.69400834111425,0.0,-4.69400834111425,21.6794833886788
471,-4.7011684654795864,0.0,-4.7011684654795864,21.702534414210707
472,-4.709390557517213,0.0,-4.709390557517213,21.72556098240043
473,-4.717443285676155,0.0,-4.717443285676155,21.748563170931547
474,-4.736669822589189,0.0,-4.736669822589189,21.77154105707724
475,-4.7478943672038145,0.0,-4.7478943672038145,21.79449471770337
476,-4.754761985461826,0.0,-4.754761985461826,21.817424229271428
477,-4.760510458213498,0.0,-4.760510458213498,21.840329667841555
478,-4.770489861541619,0.0,-4.770489861541619,21.863211109075447
479,-4.778890694522529,0.0,-4.778890694522529,21.88606862823929
480,-4.791105120019925,0.0,-4.791105120019925,21.908902300206645
481,-4.798717459824972,0.0,-4.798717459824972,21.93171219946131
482,-4.8087965692995,0.0,-4.8087965692995,21.95449840010015
483,-4.815293838985724,0.0,-4.815293838985724,21.97726097583591
484,-4.818829908728836,0.0,-4.818829908728836,22.0
485,-4.826794857320746,0.0,-4.826794857320746,22.02271554554524
486,-4.834064414511996,0.0,-4.834064414511996,22.045407685048602
487,-4.842460300577136,0.0,-4.842460300577136,22.06807649071391
488,-4.8487264226519375,0.0,-4.8487264226519375,22.090722034374522
489,-4.85572618886088,0.0,-4.85572618886088,22.11334438749598
490,-4.8675517675748425,0.0,-4.8675517675748425,22.135943621178654
491,-4.879082474183178,0.0,-4.879082474183178,22.15851980616034
492,-4.885490068162424,0.0,-4.885490068162424,22.181073012818835
493,-4.890874886867151,0.0,-4.890874886867151,22.20360331117452
494,-4.895255651249546,0.0,-4.895255651249546,22.22611077089287
495,-4.90909524964833,0.0,-4.90909524964833,22.24859546128699
496,-4.928770426654821,0.0,-4.928770426654821,22.271057451320086
497,-4.933526380580627,0.0,-4.933526380580627,22.293496809607955
498,-4.940320830798272,0.0,-4.940320830798272,22.315913604421397
499,-4.9454224608874515,0.0,-4.9454224608874515,22.338307903688676
500,-4.958081841885468,0.0,-4.958081841885468,22.360679774997898
